#source: La2004 http://vo.imcce.fr/insola/earth/online/earth/earth.html
0,0.1670236225492288e-01,0.4090928042223415e+00,0.1796256991128036e+01
-1,0.1716138713254424e-01,0.4113529838787881e+00,0.1497928479545051e+01
-2,0.1749682471015021e-01,0.4135547681918493e+00,0.1200023931298518e+01
-3,0.1784575075382516e-01,0.4156391588120549e+00,0.9034936199713171e+00
-4,0.1821091028944827e-01,0.4175547806057498e+00,0.6113806652890439e+00
-5,0.1845349552525976e-01,0.4192474312468655e+00,0.3155370046330948e+00
-6,0.1874838431839618e-01,0.4206669281997619e+00,0.2457412868312314e-01
-7,0.1893737527286929e-01,0.4217769374072095e+00,0.6018640861807901e+01
-8,0.1918007250168996e-01,0.4225363586640914e+00,0.5727244726928691e+01
-9,0.1932548079861887e-01,0.4229181437746596e+00,0.5438355461448853e+01
-10,0.1942460866702592e-01,0.4229058543906755e+00,0.5153372822291404e+01
-11,0.1959737478374667e-01,0.4224860257030332e+00,0.4863457909956116e+01
-12,0.1961275880112955e-01,0.4216578537787596e+00,0.4579432018784965e+01
-13,0.1965055584702160e-01,0.4204362478161235e+00,0.4292346501998102e+01
-14,0.1967905963813162e-01,0.4188346346400140e+00,0.4008446131311938e+01
-15,0.1963487419524003e-01,0.4168867797531869e+00,0.3722754432363052e+01
-16,0.1956017775848288e-01,0.4146342725252823e+00,0.3436729869029236e+01
-17,0.1948695985468776e-01,0.4121230573066357e+00,0.3153956891750388e+01
-18,0.1934707647271221e-01,0.4094133838591168e+00,0.2867643102331336e+01
-19,0.1922308095068063e-01,0.4065767813528520e+00,0.2581400708862521e+01
-20,0.1900267225865419e-01,0.4036773689290164e+00,0.2298390171513589e+01
-21,0.1883542892960224e-01,0.4007997666004112e+00,0.2011218425709552e+01
-22,0.1861739983119154e-01,0.3980267044973062e+00,0.1725906587440175e+01
-23,0.1834059646670490e-01,0.3954325755320498e+00,0.1440527702533456e+01
-24,0.1809455334563617e-01,0.3931007988282741e+00,0.1155332224929834e+01
-25,0.1786813742110050e-01,0.3911082297349524e+00,0.8712674517109891e+00
-26,0.1750678361180578e-01,0.3895102551897790e+00,0.5847445164447782e+00
-27,0.1727896594149951e-01,0.3883679017993993e+00,0.3056833811276505e+00
-28,0.1696684805293583e-01,0.3877212879722674e+00,0.2273150055475615e-01
-29,0.1665184411057340e-01,0.3875889847623388e+00,0.6025903861611011e+01
-30,0.1636551893016798e-01,0.3879848846966447e+00,0.5751163585439079e+01
-31,0.1604546955791278e-01,0.3888984644382290e+00,0.5477444096025025e+01
-32,0.1577846477664555e-01,0.3902973232698900e+00,0.5203394574692510e+01
-33,0.1544954351199893e-01,0.3921477026005440e+00,0.4939584863371741e+01
-34,0.1517498845788225e-01,0.3943908371471427e+00,0.4673810986132457e+01
-35,0.1494231991921538e-01,0.3969553134166884e+00,0.4413764249354173e+01
-36,0.1465169278767554e-01,0.3997755798096480e+00,0.4157362254523399e+01
-37,0.1442406727541747e-01,0.4027683736119115e+00,0.3904722034118101e+01
-38,0.1427064318627170e-01,0.4058490459330686e+00,0.3657791394938350e+01
-39,0.1403936018899376e-01,0.4089427484993868e+00,0.3409935662294400e+01
-40,0.1392931289489690e-01,0.4119702005837327e+00,0.3170194431646793e+01
-41,0.1382407171998255e-01,0.4148529155188025e+00,0.2932975891436371e+01
-42,0.1373519859183324e-01,0.4175316949628994e+00,0.2693920650842870e+01
-43,0.1371940247316185e-01,0.4199397997299833e+00,0.2461692806098130e+01
-44,0.1370571799095759e-01,0.4220254679228546e+00,0.2232153006279418e+01
-45,0.1379270706095304e-01,0.4237490772585564e+00,0.1995683410071099e+01
-46,0.1384268014662993e-01,0.4250728525381489e+00,0.1768670199433041e+01
-47,0.1398676863392096e-01,0.4259720073843780e+00,0.1537221913387278e+01
-48,0.1418177395449276e-01,0.4264396009932957e+00,0.1304062413189045e+01
-49,0.1438542972374082e-01,0.4264647847592574e+00,0.1073562920615490e+01
-50,0.1460015175211740e-01,0.4260582941834141e+00,0.8368973314202179e+00
-51,0.1495811462087483e-01,0.4252384869592429e+00,0.6046924208502915e+00
-52,0.1521682889678969e-01,0.4240276524762205e+00,0.3639000448374556e+00
-53,0.1557127969134769e-01,0.4224608374053170e+00,0.1243217518977806e+00
-54,0.1596141810479995e-01,0.4205800420708101e+00,0.6167286111267327e+01
-55,0.1633035381262972e-01,0.4184268616733339e+00,0.5919504495774526e+01
-56,0.1673939325491892e-01,0.4160557679159794e+00,0.5671140557432846e+01
-57,0.1715601193024059e-01,0.4135203660914414e+00,0.5424311144280420e+01
-58,0.1760548460320829e-01,0.4108731965018549e+00,0.5166305624974717e+01
-59,0.1804379776856427e-01,0.4081776018339089e+00,0.4912433534430131e+01
-60,0.1846916560122828e-01,0.4054908453002059e+00,0.4653929884363004e+01
-61,0.1898250418629093e-01,0.4028675670255381e+00,0.4391776736024189e+01
-62,0.1941667017462517e-01,0.4003677517317971e+00,0.4128445424763040e+01
-63,0.1986341171338033e-01,0.3980440045048714e+00,0.3862876386541122e+01
-64,0.2038861215883740e-01,0.3959409967730555e+00,0.3594202781283989e+01
-65,0.2082226350416230e-01,0.3941061056848006e+00,0.3325378173091014e+01
-66,0.2131114776349266e-01,0.3925749159557944e+00,0.3051215723693353e+01
-67,0.2179316348650421e-01,0.3913737464153140e+00,0.2780612343352384e+01
-68,0.2229379513441951e-01,0.3905257779553593e+00,0.2504542478394805e+01
