-750,0.4
-1250,0.8
-1750,-0.2
-2250,-0.8
-2750,-0.4
-3250,0.4
-3750,0.4
-4250,0.3
-4750,-0.3
-5250,0.4
-5750,-0.4
-6250,-0.5
-6750,0.0
-7250,-0.3
-7750,-0.4
-8250,-0.7
-8750,-0.4
-9250,0.3
-9750,0.7
-10250,0.8
-10750,0.8
-11250,0.5
-11750,0.0
-12250,-1.6
-12750,-1.6
-13250,-3.3
-13750,-3.1
-14250,-2.7
-14750,-2.6
-15250,-3.8
-15750,-3.1
-16250,-4.3
-16750,-6.0
-17250,-7.3
-17750,-7.3
-18250,-8.7
-18750,-9.1
-19250,-9.2
-19750,-9.5
-20250,-7.7
-20750,-8.5
-21250,-7.6
-21750,-7.4
-22250,-7.7
-22750,-8.0
-23250,-7.3
-23750,-7.6
-24250,-8.8
-24750,-8.6
-25250,-8.4
-25750,-8.4
-26250,-7.1
-26750,-8.2
-27250,-7.2
-27750,-8.0
-28250,-7.3
-28750,-6.8
-29250,-6.7
-29750,-6.5
-30250,-7.7
-30750,-7.7
-31250,-9.3
-31750,-7.6
-32250,-8.0
-32750,-7.0
-33250,-6.2
-33750,-6.5
-34250,-6.8
-34750,-5.9
-35250,-6.5
-35750,-7.0
-36250,-6.8
-36750,-5.1
-37250,-4.4
-37750,-5.9
-38250,-5.3
-38750,-6.2
-39250,-7.2
-39750,-7.6
-40250,-7.0
-40750,-6.4
-41250,-6.3
-41750,-6.1
-42250,-6.4
-42750,-6.5
-43250,-6.7
-43750,-6.8
-44250,-6.9
-44750,-6.0
-45250,-6.5
-45750,-5.8
-46250,-7.2
-46750,-6.6
-47250,-6.0
-47750,-7.3
-48250,-6.0
-48750,-6.1
-49250,-6.6
-49750,-6.2
-50250,-6.0
-50750,-5.6
-51250,-5.8
-51750,-4.5
-52250,-4.3
-52750,-5.3
-53250,-5.6
-53750,-5.7
-54250,-5.6
-54750,-6.2
-55250,-6.9
-55750,-5.8
-56250,-5.1
-56750,-4.7
-57250,-5.0
-57750,-3.9
-58250,-5.1
-58750,-4.8
-59250,-5.1
-59750,-5.9
-60250,-5.8
-60750,-5.7
-61250,-5.9
-61750,-7.6
-62250,-7.9
-62750,-8.0
-63250,-6.3
-63750,-6.0
-64250,-7.3
-64750,-7.1
-65250,-7.4
-65750,-8.4
-66250,-8.3
-66750,-7.8
-67250,-7.7
-67750,-7.4
-68250,-7.3
-68750,-6.8
-69250,-6.3
-69750,-5.8
-70250,-5.2
-70750,-3.7
-71250,-3.2
-71750,-4.5
-72250,-4.3
-72750,-5.5
-73250,-5.4
-73750,-4.2
-74250,-5.7
-74750,-4.3
-75250,-3.5
-75750,-3.0
-76250,-4.2
-76750,-5.0
-77250,-5.3
-77750,-4.7
-78250,-5.6
-78750,-4.8
-79250,-4.2
-79750,-4.4
-80250,-3.5
-80750,-2.8
-81250,-2.0
-81750,-2.7
-82250,-2.6
-82750,-2.4
-83250,-3.0
-83750,-1.2
-84250,-1.6
-84750,-1.4
-85250,-2.0
-85750,-1.7
-86250,-2.3
-86750,-2.9
-87250,-3.7
-87750,-4.0
-88250,-3.7
-88750,-4.3
-89250,-4.5
-89750,-4.8
-90250,-5.8
-90750,-5.5
-91250,-4.5
-91750,-5.3
-92250,-4.9
-92750,-3.3
-93250,-4.9
-93750,-3.2
-94250,-3.1
-94750,-4.3
-95250,-4.2
-95750,-4.6
-96250,-3.7
-96750,-3.7
-97250,-2.8
-97750,-2.3
-98250,-2.7
-98750,-2.6
-99250,-3.2
-99750,-2.5
-100250,-2.0
-100750,-2.1
-101250,-2.7
-101750,-2.3
-102250,-2.4
-102750,-2.6
-103250,-1.8
-103750,-1.6
-104250,-1.6
-104750,-3.0
-105250,-3.0
-105750,-3.7
-106250,-3.0
-106750,-1.9
-107250,-0.9
-107750,-2.0
-108250,-2.1
-108750,-1.3
-109250,-1.8
-109750,-2.6
-110250,-2.9
-110750,-4.3
-111250,-4.3
-111750,-4.9
-112250,-4.5
-112750,-4.3
-113250,-3.6
-113750,-3.4
-114250,-3.6
-114750,-2.6
-115250,-2.9
-115750,-3.1
-116250,-2.1
-116750,-3.0
-117250,-2.0
-117750,-2.9
-118250,-3.3
-118750,-2.9
-119250,-1.9
-119750,-1.1
-120250,-0.5
-120750,0.1
-121250,1.1
-121750,0.0
-122250,1.1
-122750,1.0
-123250,0.6
-123750,1.1
-124250,1.5
-124750,1.9
-125250,1.7
-125750,2.6
-126250,2.0
-126750,2.3
-127250,2.2
-127750,1.6
-128250,2.0
-128750,1.3
-129250,1.0
-129750,2.9
-130250,3.4
-130750,3.5
-131250,3.5
-131750,3.6
-132250,3.4
-132750,0.8
-133250,-1.0
-133750,-2.3
-134250,-3.0
-134750,-4.5
-135250,-5.1
-135750,-6.2
-136250,-7.1
-136750,-7.3
-137250,-7.8
-137750,-6.9
-138250,-7.8
-138750,-8.2
-139250,-8.2
-139750,-8.4
-140250,-8.4
-140750,-8.6
-141250,-8.3
-141750,-8.4
-142250,-8.1
-142750,-8.3
-143250,-8.5
-143750,-7.4
-144250,-7.5
-144750,-7.3
-145250,-7.4
-145750,-7.4
-146250,-7.2
-146750,-7.3
-147250,-6.6
-147750,-6.0
-148250,-5.8
-148750,-7.1
-149250,-6.3
-149750,-6.3
-150250,-5.7
-150750,-6.1
-151250,-5.3
-151750,-5.6
-152250,-6.3
-152750,-7.3
-153250,-7.6
-153750,-7.7
-154250,-7.2
-154750,-7.8
-155250,-8.2
-155750,-8.2
-156250,-8.8
-156750,-8.6
-157250,-8.8
-157750,-8.4
-158250,-8.3
-158750,-8.2
-159250,-8.2
-159750,-5.9
-160250,-6.8
-160750,-7.1
-161250,-6.6
-161750,-7.0
-162250,-7.8
-162750,-6.5
-163250,-5.8
-163750,-7.1
-164250,-6.9
-164750,-7.1
-165250,-7.9
-165750,-8.3
-166250,-8.5
-166750,-7.4
-167250,-7.1
-167750,-7.1
-168250,-6.0
-168750,-6.2
-169250,-5.7
-169750,-7.0
-170250,-6.4
-170750,-6.2
-171250,-6.6
-171750,-7.1
-172250,-6.6
-172750,-6.2
-173250,-6.8
-173750,-6.5
-174250,-7.9
-174750,-8.4
-175250,-9.1
-175750,-7.5
-176250,-6.9
-176750,-6.4
-177250,-6.1
-177750,-5.4
-178250,-4.6
-178750,-5.1
-179250,-5.4
-179750,-5.1
-180250,-5.0
-180750,-4.2
-181250,-7.1
-181750,-6.9
-182250,-6.7
-182750,-8.0
-183250,-7.5
-183750,-7.5
-184250,-7.3
-184750,-6.8
-185250,-6.6
