5.383996073665525728e+02,5.317710147769440709e+02,5.120484549567121348e+02,4.935520699421442146e+02,5.005371460032803270e+02,5.068453253020946931e+02,5.063796206777494149e+02,4.970117212987734092e+02,4.779862629721426970e+02,4.492740683049253221e+02,4.113413645903980296e+02,3.650498137486681571e+02,3.116116345310788347e+02,2.525834144908563133e+02,1.899162716276317155e+02,1.261393119450306841e+02,6.496271387894009308e+01,1.383450715809014042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400329480870699399e+02,5.333842463628183168e+02,5.136018542922902270e+02,4.950499128625232856e+02,5.020566479613788147e+02,5.083843074528450643e+02,5.079174628606162401e+02,4.985213560897879006e+02,4.794383326363377478e+02,4.506391258755270997e+02,4.125913766422256117e+02,3.661593605374274603e+02,3.125589741550293752e+02,2.533515281119182703e+02,1.904940602230098250e+02,1.265233477963150506e+02,6.516081543653552899e+01,1.387703284026578565e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.383595533732918739e+02,5.317314539148061385e+02,5.120103613454176639e+02,4.938972741907600721e+02,5.012017295353081181e+02,5.077440260868763175e+02,5.074649647652893236e+02,4.982427575740001657e+02,4.793229225348810019e+02,4.506757864009115337e+02,4.127669565798827307e+02,3.664577976696630230e+02,3.129606714584271572e+02,2.538326348985000891e+02,1.910251588617057621e+02,1.270663351800606478e+02,6.565970177220833648e+01,1.421539977602129667e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.353035549751831468e+02,5.287130799281168265e+02,5.091039341551089024e+02,4.913868676690014468e+02,4.988929431026794532e+02,5.055767405953532716e+02,5.054414451124491166e+02,4.963820899592639648e+02,4.776490809799183239e+02,4.492125231942353025e+02,4.115349302072721116e+02,3.654725979375587599e+02,3.122311853432626663e+02,2.533593615237246297e+02,1.907979099983033393e+02,1.270599668791354446e+02,6.582326997843232164e+01,1.442790776488664228e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.313133127037264103e+02,5.247719641604491017e+02,5.053089882412436964e+02,4.879264076988687293e+02,4.955431133305445996e+02,5.022996959616413619e+02,5.022630338576702229e+02,4.933470950268892352e+02,4.748082761482293108e+02,4.466166318208597659e+02,4.092309160252480638e+02,3.635009179792993450e+02,3.106234331851271691e+02,2.521358986742503703e+02,1.899649043037607612e+02,1.266044496141477111e+02,6.570161401557919589e+01,1.452277969171402994e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.266064472632652951e+02,5.201230480441553254e+02,5.008324931927686521e+02,4.837100039051689464e+02,4.913461504493560028e+02,4.981069103890966971e+02,4.981215717650434840e+02,4.893242655332531967e+02,4.709781825987478783e+02,4.430534983532907063e+02,4.060047389406979619e+02,3.606741004889253190e+02,3.082478410469843197e+02,2.502499413741361707e+02,1.885900683015621553e+02,1.257399205126859556e+02,6.531258526596002412e+01,1.450022371394192078e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.217857395646437908e+02,5.153616912568097632e+02,4.962477277228403523e+02,4.792920460006874350e+02,4.868665187174080415e+02,4.935714538456891205e+02,4.935908119773667977e+02,4.848777946357099609e+02,4.667023571283136789e+02,4.390349341205506448e+02,4.023258753505942309e+02,3.574096610861343493e+02,3.054616961803382651e+02,2.479920259737882589e+02,1.868928494047480342e+02,1.246132190730917415e+02,6.473298798711084601e+01,1.437754782013723798e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.173443478756140621e+02,5.109749804695390480e+02,4.920237132155695576e+02,4.751279538702126501e+02,4.825688525520466783e+02,4.891658015116116189e+02,4.891444433240843068e+02,4.804740646985594594e+02,4.624306710713302664e+02,4.349850638393743338e+02,3.985838897098397524e+02,3.540545775378656117e+02,3.025624756339407782e+02,2.456046456690794173e+02,1.850570652859313441e+02,1.233481049202326290e+02,6.402848317685010215e+01,1.417076466106380472e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.138475338467034135e+02,5.075212180239543045e+02,4.886980454471016628e+02,4.717404963365751200e+02,4.789864443593644410e+02,4.854323067259070967e+02,4.853262902873639177e+02,4.766485949445721531e+02,4.586797711949211021e+02,4.313910559312475925e+02,3.952263482500706004e+02,3.510075918616966533e+02,2.998921507186337863e+02,2.433666962635735729e+02,1.832942879654142700e+02,1.220872310469192570e+02,6.327505695972534028e+01,1.389899124105930461e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.116549807094933158e+02,5.053556588541966335e+02,4.866128034986346620e+02,4.694642559229370704e+02,4.764613412982678824e+02,4.827194752663019131e+02,4.824863729608584322e+02,4.737465791322005657e+02,4.557831753015222489e+02,4.285678727868524902e+02,3.925430817330549758e+02,3.485273995943931595e+02,2.976730910057029291e+02,2.414600787456694491e+02,1.817431210378285584e+02,1.209247687787470795e+02,6.252376664770189052e+01,1.357632997730508428e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
